time_s,segment,body,x_m,y_m,z_m
0.000000,0,FL_foot,0.24780178,0.19358142,0.02014171
0.000000,0,FR_foot,0.22555758,-0.25329512,0.02033277
0.000000,0,RL_foot,-0.15206595,0.21612467,0.02103681
0.000000,0,RR_foot,-0.19706483,-0.22886650,0.02035467
0.020000,0,FL_foot,0.24483429,0.19261111,0.02022671
0.020000,0,FR_foot,0.22302330,-0.24878328,0.02222543
0.020000,0,RL_foot,-0.16230936,0.20299122,0.02193134
0.020000,0,RR_foot,-0.20100139,-0.22723939,0.02021349
0.040000,0,FL_foot,0.24488957,0.19257230,0.02022704
0.040000,0,FR_foot,0.22848232,-0.24894974,0.02273660
0.040000,0,RL_foot,-0.16280906,0.19047464,0.02469833
0.040000,0,RR_foot,-0.20094864,-0.22729446,0.02021434
0.060000,0,FL_foot,0.24488735,0.19257312,0.02022642
0.060000,0,FR_foot,0.23267253,-0.24807169,0.02261880
0.060000,0,RL_foot,-0.15957844,0.17444363,0.03055364
0.060000,0,RR_foot,-0.20091873,-0.22732030,0.02021463
0.080000,0,FL_foot,0.24488340,0.19258739,0.02022631
0.080000,0,FR_foot,0.23620553,-0.24661236,0.02237261
0.080000,0,RL_foot,-0.15278083,0.15286294,0.04115343
0.080000,0,RR_foot,-0.20089294,-0.22734793,0.02021171
0.100000,0,FL_foot,0.24486792,0.19260864,0.02022539
0.100000,0,FR_foot,0.24071303,-0.24499993,0.02226782
0.100000,0,RL_foot,-0.14337614,0.12846270,0.05702347
0.100000,0,RR_foot,-0.20086931,-0.22734381,0.02020915
0.120000,0,FL_foot,0.24485807,0.19262300,0.02022394
0.120000,0,FR_foot,0.24651051,-0.24351491,0.02244354
0.120000,0,RL_foot,-0.13421300,0.10649928,0.07537344
0.120000,0,RR_foot,-0.20084895,-0.22736712,0.02020684
0.140000,0,FL_foot,0.24486676,0.19262283,0.02022235
0.140000,0,FR_foot,0.25290328,-0.24232370,0.02274790
0.140000,0,RL_foot,-0.12733129,0.08957770,0.09267768
0.140000,0,RR_foot,-0.20082495,-0.22739856,0.02020525
0.160000,0,FL_foot,0.24489218,0.19260849,0.02022083
0.160000,0,FR_foot,0.25890833,-0.24138956,0.02295041
0.160000,0,RL_foot,-0.12274453,0.07752533,0.10701565
0.160000,0,RR_foot,-0.20079406,-0.22741768,0.02020317
0.180000,0,FL_foot,0.24492940,0.19258410,0.02021952
0.180000,0,FR_foot,0.26392883,-0.24071971,0.02291625
0.180000,0,RL_foot,-0.11959708,0.06898933,0.11826825
0.180000,0,RR_foot,-0.20075023,-0.22746952,0.02020082
0.200000,0,FL_foot,0.24497792,0.19253665,0.02021801
0.200000,0,FR_foot,0.26786613,-0.24046932,0.02256320
0.200000,0,RL_foot,-0.11712794,0.06269571,0.12706769
0.200000,0,RR_foot,-0.20069492,-0.22751039,0.02019829
0.220000,0,FL_foot,0.24503818,0.19249460,0.02021581
0.220000,0,FR_foot,0.27087122,-0.24071994,0.02188407
0.220000,0,RL_foot,-0.11491065,0.05782625,0.13402821
0.220000,0,RR_foot,-0.20063207,-0.22758126,0.02019674
0.240000,0,FL_foot,0.24511050,0.19242835,0.02021521
0.240000,0,FR_foot,0.27318969,-0.24141030,0.02089366
0.240000,0,RL_foot,-0.11275459,0.05390132,0.13960190
0.240000,0,RR_foot,-0.20055622,-0.22764173,0.02019376
0.260000,0,FL_foot,0.24519627,0.19234563,0.02021750
0.260000,0,FR_foot,0.27418011,-0.24192935,0.02025165
0.260000,0,RL_foot,-0.11038405,0.05047986,0.14392869
0.260000,0,RR_foot,-0.20049097,-0.22771098,0.02020638
0.280000,0,FL_foot,0.24530071,0.19223723,0.02021484
0.280000,0,FR_foot,0.27429447,-0.24209584,0.02024835
0.280000,0,RL_foot,-0.10809239,0.04766661,0.14691485
0.280000,0,RR_foot,-0.20044397,-0.22776626,0.02019479
0.300000,0,FL_foot,0.24539667,0.19212882,0.02021285
0.300000,0,FR_foot,0.27436733,-0.24223502,0.02024810
0.300000,0,RL_foot,-0.10615642,0.04528794,0.14940262
0.300000,0,RR_foot,-0.20040521,-0.22783665,0.02019165
0.320000,0,FL_foot,0.24548826,0.19202319,0.02021160
0.320000,0,FR_foot,0.27455559,-0.24244733,0.02024371
0.320000,0,RL_foot,-0.10432214,0.04324836,0.15135622
0.320000,0,RR_foot,-0.20036536,-0.22788770,0.02018871
0.340000,0,FL_foot,0.24557525,0.19193232,0.02021131
0.340000,0,FR_foot,0.27492651,-0.24277933,0.02024044
0.340000,0,RL_foot,-0.10256740,0.04145194,0.15289485
0.340000,0,RR_foot,-0.20033197,-0.22792995,0.02018482
0.360000,0,FL_foot,0.24565445,0.19183347,0.02020809
0.360000,0,FR_foot,0.27553809,-0.24328510,0.02024516
0.360000,0,RL_foot,-0.10091146,0.03985215,0.15410471
0.360000,0,RR_foot,-0.20029902,-0.22799408,0.02018679
0.380000,0,FL_foot,0.24572903,0.19174150,0.02020689
0.380000,0,FR_foot,0.27655080,-0.24403968,0.02024268
0.380000,0,RL_foot,-0.09937115,0.03844280,0.15503371
0.380000,0,RR_foot,-0.20027032,-0.22803083,0.02018516
0.400000,0,FL_foot,0.24579844,0.19165590,0.02020586
0.400000,0,FR_foot,0.27789453,-0.24499962,0.02024148
0.400000,0,RL_foot,-0.09793885,0.03719890,0.15571597
0.400000,0,RR_foot,-0.20024358,-0.22808604,0.02018332
0.420000,0,FL_foot,0.24586427,0.19158582,0.02020606
0.420000,0,FR_foot,0.27939776,-0.24606283,0.02024108
0.420000,0,RL_foot,-0.09660779,0.03609530,0.15620779
0.420000,0,RR_foot,-0.20021924,-0.22811493,0.02018232
0.440000,0,FL_foot,0.24592416,0.19151028,0.02020379
0.440000,0,FR_foot,0.28099251,-0.24719112,0.02024163
0.440000,0,RL_foot,-0.09536113,0.03511175,0.15654331
0.440000,0,RR_foot,-0.20019445,-0.22816469,0.02018182
0.460000,0,FL_foot,0.24598138,0.19144069,0.02020297
0.460000,0,FR_foot,0.28260383,-0.24832109,0.02024161
0.460000,0,RL_foot,-0.09419291,0.03423625,0.15676682
0.460000,0,RR_foot,-0.20017186,-0.22818655,0.02018108
0.480000,0,FL_foot,0.24603525,0.19138522,0.02020223
0.480000,0,FR_foot,0.28422144,-0.24944639,0.02024315
0.480000,0,RL_foot,-0.09309047,0.03345596,0.15690242
0.480000,0,RR_foot,-0.20014842,-0.22822911,0.02018030
0.500000,0,FL_foot,0.24608605,0.19132677,0.02020153
0.500000,0,FR_foot,0.28580692,-0.25053325,0.02024311
0.500000,0,RL_foot,-0.09204924,0.03276279,0.15697092
0.500000,0,RR_foot,-0.20012709,-0.22824213,0.02017923
0.520000,0,FL_foot,0.24613392,0.19128294,0.02020220
0.520000,0,FR_foot,0.28737256,-0.25160047,0.02024374
0.520000,0,RL_foot,-0.09106977,0.03214756,0.15699905
0.520000,0,RR_foot,-0.20010458,-0.22827704,0.02017873
0.540000,0,FL_foot,0.24617608,0.19123490,0.02020009
0.540000,0,FR_foot,0.28890312,-0.25263196,0.02024525
0.540000,0,RL_foot,-0.09014641,0.03160074,0.15699260
0.540000,0,RR_foot,-0.20008235,-0.22830851,0.02017874
0.560000,0,FL_foot,0.24621557,0.19120073,0.02019951
0.560000,0,FR_foot,0.29036471,-0.25360483,0.02024571
0.560000,0,RL_foot,-0.08928147,0.03112345,0.15696482
0.560000,0,RR_foot,-0.20006169,-0.22831005,0.02017819
0.580000,0,FL_foot,0.24625242,0.19116458,0.02019896
0.580000,0,FR_foot,0.29176912,-0.25453180,0.02024739
0.580000,0,RL_foot,-0.08847014,0.03070928,0.15691689
0.580000,0,RR_foot,-0.20004016,-0.22833329,0.02017754
0.600000,0,FL_foot,0.24628471,0.19114080,0.02019851
0.600000,0,FR_foot,0.29310322,-0.25540328,0.02024767
0.600000,0,RL_foot,-0.08771438,0.03035420,0.15685742
0.600000,0,RR_foot,-0.20001917,-0.22835319,0.02017698
0.620000,0,FL_foot,0.24631464,0.19112273,0.02019956
0.620000,0,FR_foot,0.29433948,-0.25619614,0.02024879
0.620000,0,RL_foot,-0.08701233,0.03005462,0.15679289
0.620000,0,RR_foot,-0.19999881,-0.22834130,0.02017497
