time_s,segment,body,x_m,y_m,z_m
0.420000,0,RL_foot,-0.12698089,0.17932905,0.03281101
0.420000,0,RR_foot,-0.19997001,-0.22795799,0.02020500
0.440000,0,FL_foot,0.24537523,0.19150671,0.02020294
0.440000,0,FR_foot,0.21549250,-0.24417464,0.02146120
0.440000,0,RL_foot,-0.12990895,0.17832892,0.03134323
0.440000,0,RR_foot,-0.19999810,-0.22796689,0.02018163
0.460000,0,FL_foot,0.24547084,0.19145757,0.02020500
0.460000,0,FR_foot,0.22293133,-0.24932930,0.02342138
0.460000,0,RL_foot,-0.13619851,0.17751557,0.02800392
0.460000,0,RR_foot,-0.20000176,-0.22797583,0.02018465
0.480000,0,FL_foot,0.24559097,0.19141461,0.02020948
0.480000,0,FR_foot,0.23703231,-0.25553128,0.02613036
0.480000,0,RL_foot,-0.14329909,0.17759424,0.02376113
0.480000,0,RR_foot,-0.19998774,-0.22801636,0.02019032
0.500000,0,FL_foot,0.24562952,0.19145092,0.02028972
0.500000,0,FR_foot,0.25483751,-0.26075459,0.02924914
0.500000,0,RL_foot,-0.14767161,0.17764191,0.02013152
0.500000,0,RR_foot,-0.19995709,-0.22805537,0.02019466
0.520000,0,FL_foot,0.24514881,0.19244763,0.02020491
0.520000,0,FR_foot,0.27220547,-0.26328120,0.03057762
0.520000,0,RL_foot,-0.14808001,0.17375296,0.02087615
0.520000,0,RR_foot,-0.19979976,-0.22795571,0.02019475
0.540000,0,FL_foot,0.24532922,0.19243133,0.02020279
0.540000,0,FR_foot,0.28855434,-0.26671210,0.03229444
0.540000,0,RL_foot,-0.14676203,0.17035264,0.02091818
0.540000,0,RR_foot,-0.19962907,-0.22790933,0.02019196
0.560000,0,FL_foot,0.24552327,0.19241254,0.02020198
0.560000,0,FR_foot,0.30399603,-0.27045283,0.03395646
0.560000,0,RL_foot,-0.14364479,0.16773231,0.02074978
0.560000,0,RR_foot,-0.19943602,-0.22788016,0.02019434
0.580000,0,FL_foot,0.24573363,0.19238757,0.02020034
0.580000,0,FR_foot,0.31759861,-0.27392495,0.03518328
0.580000,0,RL_foot,-0.13927045,0.16533619,0.02086662
0.580000,0,RR_foot,-0.19922175,-0.22784859,0.02019204
0.600000,0,FL_foot,0.24596375,0.19234379,0.02019709
0.600000,0,FR_foot,0.32864150,-0.27710778,0.03560180
0.600000,0,RL_foot,-0.13407573,0.16299732,0.02142716
0.600000,0,RR_foot,-0.19898023,-0.22781602,0.02019100
0.620000,0,FL_foot,0.24620312,0.19230330,0.02019172
0.620000,0,FR_foot,0.33698854,-0.27998459,0.03496122
0.620000,0,RL_foot,-0.12838763,0.16091394,0.02237161
0.620000,0,RR_foot,-0.19870831,-0.22778164,0.02018412
0.640000,0,FL_foot,0.24646053,0.19225898,0.02018982
0.640000,0,FR_foot,0.34286183,-0.28241405,0.03315977
0.640000,0,RL_foot,-0.12250748,0.15933838,0.02358861
0.640000,0,RR_foot,-0.19840097,-0.22772959,0.02017890
0.660000,0,FL_foot,0.24673501,0.19219388,0.02018457
0.660000,0,FR_foot,0.34657279,-0.28412667,0.03017020
0.660000,0,RL_foot,-0.11670650,0.15860352,0.02489439
0.660000,0,RR_foot,-0.19806634,-0.22770929,0.02017457
0.680000,0,FL_foot,0.24701811,0.19213031,0.02018052
0.680000,0,FR_foot,0.34836906,-0.28471634,0.02596213
0.680000,0,RL_foot,-0.11132643,0.15939258,0.02597643
0.680000,0,RR_foot,-0.19770002,-0.22768350,0.02016640
0.700000,0,FL_foot,0.24731235,0.19205940,0.02017472
0.700000,0,FR_foot,0.34837499,-0.28382367,0.02051041
0.700000,0,RL_foot,-0.10696399,0.16214086,0.02674223
0.700000,0,RR_foot,-0.19730265,-0.22771211,0.02015921
0.720000,0,FL_foot,0.24766833,0.19190322,0.02017862
0.720000,0,FR_foot,0.34865645,-0.28399670,0.02026238
0.720000,0,RL_foot,-0.10258803,0.16471881,0.02347191
0.720000,0,RR_foot,-0.19603147,-0.22878319,0.02017382
0.740000,0,FL_foot,0.24802361,0.19174735,0.02022038
0.740000,0,FR_foot,0.34887737,-0.28417298,0.02025469
0.740000,0,RL_foot,-0.10003443,0.16682346,0.02011562
0.740000,0,RR_foot,-0.19576108,-0.22879100,0.02024015
0.760000,0,FL_foot,0.25509793,0.18722302,0.02105263
0.760000,0,FR_foot,0.34905529,-0.28433478,0.02025509
0.760000,0,RL_foot,-0.09974336,0.16677023,0.02021885
0.760000,0,RR_foot,-0.19202484,-0.22396475,0.02150165
0.780000,0,FL_foot,0.27222213,0.17548588,0.02216070
0.780000,0,FR_foot,0.34923708,-0.28445327,0.02025458
0.780000,0,RL_foot,-0.09947357,0.16670957,0.02022435
0.780000,0,RR_foot,-0.18303390,-0.21350627,0.02288336
0.800000,0,FL_foot,0.29934067,0.16529226,0.02376023
0.800000,0,FR_foot,0.34944078,-0.28456679,0.02025512
0.800000,0,RL_foot,-0.09920622,0.16663112,0.02023377
0.800000,0,RR_foot,-0.16989994,-0.20202529,0.02392644
0.820000,0,FL_foot,0.33166316,0.15904500,0.02591512
0.820000,0,FR_foot,0.34966290,-0.28466403,0.02025235
0.820000,0,RL_foot,-0.09892192,0.16658264,0.02024545
0.820000,0,RR_foot,-0.15464371,-0.19261321,0.02458789
0.840000,0,FL_foot,0.36429557,0.15648654,0.02826723
0.840000,0,FR_foot,0.34990045,-0.28475267,0.02024746
0.840000,0,RL_foot,-0.09862467,0.16651461,0.02024143
0.840000,0,RR_foot,-0.13874850,-0.18630971,0.02497553
0.860000,0,FL_foot,0.39433008,0.15643919,0.03048438
0.860000,0,FR_foot,0.35015494,-0.28483611,0.02024568
0.860000,0,RL_foot,-0.09829263,0.16641302,0.02024554
0.860000,0,RR_foot,-0.12315615,-0.18290977,0.02523216
0.880000,0,FL_foot,0.42026111,0.15777025,0.03226706
0.880000,0,FR_foot,0.35043922,-0.28489205,0.02023969
0.880000,0,RL_foot,-0.09793883,0.16630530,0.02023334
0.880000,0,RR_foot,-0.10843718,-0.18168885,0.02546818
0.900000,0,FL_foot,0.44140595,0.15982139,0.03324059
0.900000,0,FR_foot,0.35072991,-0.28494757,0.02023721
0.900000,0,RL_foot,-0.09754444,0.16616952,0.02023129
0.900000,0,RR_foot,-0.09505077,-0.18208654,0.02569359
0.920000,0,FL_foot,0.45784947,0.16206202,0.03303622
0.920000,0,FR_foot,0.35103393,-0.28499103,0.02023097
0.920000,0,RL_foot,-0.09711963,0.16602658,0.02021567
0.920000,0,RR_foot,-0.08317331,-0.18376341,0.02588010
0.940000,0,FL_foot,0.47009805,0.16396773,0.03143623
0.940000,0,FR_foot,0.35135832,-0.28501552,0.02022805
0.940000,0,RL_foot,-0.09666656,0.16588944,0.02020707
0.940000,0,RR_foot,-0.07279346,-0.18661509,0.02602258
0.960000,0,FL_foot,0.47867146,0.16511917,0.02831002
0.960000,0,FR_foot,0.35167521,-0.28503162,0.02022279
0.960000,0,RL_foot,-0.09619128,0.16576645,0.02019397
0.960000,0,RR_foot,-0.06396657,-0.19059205,0.02610840
0.980000,0,FL_foot,0.48362014,0.16543612,0.02351721
0.980000,0,FR_foot,0.35199165,-0.28503826,0.02021695
0.980000,0,RL_foot,-0.09570043,0.16567655,0.02017979
0.980000,0,RR_foot,-0.05713350,-0.19566979,0.02614810
1.000000,0,FL_foot,0.48449162,0.16528089,0.02025781
1.000000,0,FR_foot,0.35233828,-0.28499156,0.02022669
1.000000,0,RL_foot,-0.09356958,0.16641282,0.02021702
1.000000,0,RR_foot,-0.05286456,-0.20085712,0.02452821
1.020000,0,FL_foot,0.48478073,0.16541368,0.02022136
1.020000,0,FR_foot,0.35303143,-0.28507882,0.02023315
1.020000,0,RL_foot,-0.08870838,0.16332838,0.02026064
1.020000,0,RR_foot,-0.05199650,-0.20438787,0.02005384
1.040000,0,FL_foot,0.48501161,0.16552433,0.02025011
1.040000,0,FR_foot,0.36580682,-0.27706811,0.02231095
1.040000,0,RL_foot,-0.07542428,0.15028618,0.02442078
1.040000,0,RR_foot,-0.05169297,-0.20424810,0.02014758
1.060000,0,FL_foot,0.48525384,0.16559538,0.02025007
1.060000,0,FR_foot,0.39360940,-0.27125785,0.02399478
1.060000,0,RL_foot,-0.05407822,0.13878876,0.02794866
1.060000,0,RR_foot,-0.05135999,-0.20408735,0.02015560
1.080000,0,FL_foot,0.48549345,0.16566055,0.02024857
1.080000,0,FR_foot,0.42933390,-0.26986086,0.02618218
1.080000,0,RL_foot,-0.03139678,0.12998936,0.03115386
1.080000,0,RR_foot,-0.05103227,-0.20399474,0.02016406
1.100000,0,FL_foot,0.48573491,0.16571805,0.02024584
1.100000,0,FR_foot,0.46502936,-0.27235264,0.02865912
1.100000,0,RL_foot,-0.01004169,0.12471198,0.03343427
1.100000,0,RR_foot,-0.05069355,-0.20392179,0.02017310
1.120000,0,FL_foot,0.48599190,0.16575266,0.02024506
1.120000,0,FR_foot,0.49507001,-0.27767995,0.03048164
1.120000,0,RL_foot,0.00868712,0.12208502,0.03512080
1.120000,0,RR_foot,-0.05031317,-0.20385675,0.02018908
1.140000,0,FL_foot,0.48625082,0.16579100,0.02024089
1.140000,0,FR_foot,0.51669008,-0.28479597,0.03065068
1.140000,0,RL_foot,0.02455549,0.12086181,0.03680408
1.140000,0,RR_foot,-0.04992101,-0.20382233,0.02018486
1.160000,0,FL_foot,0.48651513,0.16582078,0.02023729
1.160000,0,FR_foot,0.53025067,-0.29213953,0.02882785
1.160000,0,RL_foot,0.03776722,0.12101872,0.03825773
1.160000,0,RR_foot,-0.04949148,-0.20378497,0.02017583
1.180000,0,FL_foot,0.48679617,0.16581827,0.02023487
1.180000,0,FR_foot,0.53786063,-0.29814941,0.02524459
1.180000,0,RL_foot,0.04856961,0.12255150,0.03926753
1.180000,0,RR_foot,-0.04904448,-0.20376065,0.02016768
1.200000,0,FL_foot,0.48707834,0.16580038,0.02023062
1.200000,0,FR_foot,0.54183334,-0.30190286,0.02026214
1.200000,0,RL_foot,0.05704490,0.12548283,0.03971179
1.200000,0,RR_foot,-0.04858227,-0.20375402,0.02015386
1.220000,0,FL_foot,0.48740065,0.16569306,0.02022854
1.220000,0,FR_foot,0.54211074,-0.30215639,0.02028074
1.220000,0,RL_foot,0.06487801,0.12811099,0.03625877
1.220000,0,RR_foot,-0.04796804,-0.20485656,0.02017360
1.240000,0,FL_foot,0.48771667,0.16556932,0.02022412
1.240000,0,FR_foot,0.54269069,-0.30256924,0.02027707
1.240000,0,RL_foot,0.07212874,0.13146244,0.03236322
1.240000,0,RR_foot,-0.04766737,-0.20478435,0.02016658
